,Tweet,Sentiment
290,"361. ""Para pemimpin Negara-Negara G20 nampak kompak mengenakan Batik. #KTTG20LangkahNyata Dorong Ekonomi Dunia""",361. Positif
291,"362. ""Undangan disuguhi ragam masakan Nusantara. Sebagai pembuka, ada sajian ""Aneka Ratna Mutumanikam"" (diversity in one) yang terdiri atas mangga, rumput laut, salad dengan bumbu rujak Bali, hingga perkedel jagung daging rajungan Manado. #KTTG20LangkahNyata Dorong Ekonomi Dunia.""",362. Positif
292,"363. ""Presiden Jokowi kemudian mempersilahkan para tamu undangan menyantap hidangan yang disiapkan. ""Silakan menikmati hidangan yang telah kami siapkan untuk Anda. Saya harap tidak terlalu pedas untuk Yang Mulia,"" ucap Presiden. #KTTG20LangkahNyata Dorong Ekonomi Dunia""",363. Positif
293,"364. ""Presiden menjelaskan GWK menyimbolkan peran para pemimpin. ""Dalam mitologi Bali, patung ini menggambarkan cinta, tanggung jawab, keberanian, dan pengabdian. Ini adalah tugas kita terhadap dunia dan kemanusiaan,"" kata Presiden. #KTTG20LangkahNyata Dorong Ekonomi Dunia""",364. Positif
294,"365. """"Para pemimpin negara-negara G20, undangan, organisasi internasional, hadirin sekalian, terima kasih atas kehadirannya di Garuda Wisnu Kencana,"" Presiden Jokowi menyambut dengan hangat sebelum memulai jamuan santap malam. #KTTG20LangkahNyata Dorong Ekonomi Dunia""",365. Positif
295,"366. ""Presiden dan Ibu Iriana tampak serasi mengenakan pakaian adat Bali, tiba di GWK pukul 19.00 WITA untuk menyambut kedatangan para tamu dan berfoto bersama dengan latar belakang Patung Garuda Wisnu Kencana yang megah. #KTTG20LangkahNyata Dorong Ekonomi Dunia""",366. Positif
296,"367. ""Sebagai bagian dari acara puncak KTT G20 di Bali, Presiden Jokowi dan Ibu Iriana menjamu santap malam para pemimpin negara G20, organisasi internasional, dan undangan lainnya di Garuda Wisnu Kencana (GWK), Bali, Selasa 15 November 2022. #KTTG20LangkahNyata Dorong Ekonomi Dunia. https://t.co/a3V0nfMc7y""",367. Positif
297,"368. ""Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) @LKPP_RI menyerahkan sertifikat atas pemenuhan 17 standar Layanan Pengadaan Secara Elektronik (LPSE) kepada Kemendes PDTT.#KemendesPDTT#DesaBisa #MulaiDariDesa https://t.co/vpHVB5ocMl""",368. Netral
298,"369. ""Yang Mulia, selanjutnya kita akan mulai dengan diskusi tertutup. Oleh karena itu, dengan hormat saya mohon awak media untuk meninggalkan ruang pertemuan. Terima kasih. #G20PulihLebihCepat Recover Stronger""",369. Netral
299,"370. ""Saya menantikan pandangan dan kontribusi Yang Mulia bagi  penguatan arsitektur kesehatan dunia. Demikian pengantar dari saya. Terima kasih. #G20PulihLebihCepat Recover Together""",370. Positif
300,"391. ""We have no other option. Paradigm of collaboration is badly needed to save the world. We all have responsibility, not only for our people, but also for the people of the world. #G20BangkitLebihKuat Recover Stronger""",391. Positive
301,"392. ""Sebagai negara demokrasi, Indonesia sangat menyadari pentingnya dialog untuk mempertemukan perbedaan, dan semangat yang sama harus ditunjukkan G20. #G20BangkitLebihKuat Recover Together""",392. Positive
302,"393. ""Yang Mulia, Indonesia memiliki 17.000 pulau,1.300 suku bangsa, serta lbh dr 700 bhs daerah. Demokrasi di Indonesia berjln dr tataran tingkat desa, pemilihan kades, sampai tataran negara, pemilihan presiden, gubernur, bupati &amp; wali kota. #G20BangkitLebihKuat Recover Stronger""",393. Positive
303,"394. ""Namun, keberhasilan hanya akan dapat tercapai jika kita semua, tanpa terkecuali, berkomitmen, bekerja keras, menyisihkan perbedaan-perbedaan untuk menghasilkan sesuatu yang konkret, sesuatu yang bermanfaat bagi dunia. #G20BangkitLebihKuat Recover Together""",394. Positive
304,"395. ""Sebagai presidensi G20, Indonesia telah berupaya semaksimal mungkin untuk menjembatani perbedaan yang sangat dalam, yang sangat lebar. #G20BangkitLebihKuat Recover Stronger""",395. Positive
305,"396. ""Yang Mulia, Hari ini mata dunia tertuju pada pertemuan kita. Apakah kita akan mencetak keberhasilan? Atau akan menambah satu lagi angka kegagalan? Buat saya, G20 harus berhasil dan tidak boleh gagal. #G20BangkitLebihKuat Recover Together""",396. Positive
306,"397. ""48 negara berkembang dengan tingkat kerawanan pangan tertinggi akan hadapi kondisi yang sangat serius. Selain itu, kita juga melihat tatanan dunia dan hukum internasional juga sedang diuji. #G20BangkitLebihKuat Recover Stronger""",397. Negative
307,"398. ""Tingginya harga pangan saat ini dapat semakin buruk menjadi krisis tidak adanya pasokan pangan. Kelangkaan pupuk dapat mengakibatkan gagal panen di berbagai belahan dunia. #G20BangkitLebihKuat Recover Together""",398. Negative
308,"399. ""Masalah pupuk jangan disepelekan. Jika kita tidak segera mengambil langkah agar ketersediaan pupuk mencukupi dengan harga terjangkau, maka 2023 akan menjadi tahun yang lebih suram. #G20BangkitLebihKuat Recover Stronger""",399. Negative
309,"400. ""Dan dampak berbagai krisis tersebut terhadap ketahanan pangan, energi, dan keuangan sangat dirasakan dunia terutama negara berkembang. #G20BangkitLebihKuat Recover Together""",400. Negative
310,"411. ""Hallo Sobat Kredibel..Dalam rangka mengenang perjuangan para pahlawan untuk merebut kemerdekaan yang hakiki, setiap tanggal 10 November kita peringati sebagi Hari Pahlawan. https://t.co/YLMXlh7fJX""",411. Netral
311,"412. ""Selamat Memperingati Hari Pahlawan, 10 November 2022.Di peringatan Hari Pahlawan ini, Kepala LKPP Hendrar Prihadi mengajak kita semua nyalakan semangat perjuangan, bergerak maju bersama membangun negeri 🇮🇩Indonesia Bangkit! #LKPP#HariPahlawan#KatalogElektronik https://t.co/Dq40DhEak9""",412. Positif
312,"413. ""apakah ini imbas dari tekanan @BPJSKesehatanRI utk menyediakan obat semurah2nya?tugas berat quality control perusahaan farmasi dan @BPOM_RI @LKPP_RI @PBIDI  https://t.co/oXbh3yzDaf""",413. Negatif
313,"414. ""Selamat Hari Pahlawan 10 November 2022, Bergerak Bersama Membangun Indonesia! 🇮🇩#LKPP#HariPahlawan#KatalogElektronik""",414. Positif
314,"415. ""Mari berkarya dengan melakukan yang terbaik sesuai peran dan tanggung jawab kita masing-masing. Hingga saatnya nanti, jerih payah dan perjuangan kita dapat mewujudkan Indonesia bangkit, Indonesia jaya.""",415. Positif
315,"416. ""Bentuk dari tanggung jawab itu, LKPP memberikan kemudahan bagi para pelaku usaha untuk menjadi bagian dari pengadaan barang/jasa pemerintah dengan memasukan produk usahanya dalam Katalog Elektronik. #LKPP #HariPahlawan""",416. Positif
316,"417. ""Kini, menjadi tugas dan tanggung jawab kita dalam mempertahankan kemerdekaan itu, salah satunya dengan mendukung pemberdayaan Produk Dalam Negeri (PDN) dan produk Usaha Mikro, Kecil, dan Koperasi (UMK-Koperasi).#LKPP #HariPahlawan""",417. Positif
317,"418. ""Haloo Sobat Kredibel.. Dahulu, kini, dan hingga nanti, kita akan terus berjuang demi berdiri tegaknya bangsa dan negara. Dahulu, Pahlawan kita rela berkorban berjuang mati-matian untuk merebut kemerdekaan Indonesia dari tangan para penjajah.#HariPahlawan #LKPP https://t.co/PtRSUSQRiK""",418. Positif
318,"419. ""@hendrarprihadi @LKPP_RI Siap 86""",419. Netral
319,"420. ""Dewan Pengurus Apkasi dipimpin Ketua Umum, Sutan Riska Tuanku Kerajaan | @sutanriska memenuhi undangan silaturahmi Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Hendrar Prihadi | @hendrarprihadi yang berlangsung di kantor @lkpp_ri Jakarta, Rabu (09/11/2022… https://t.co/pVddt9UIkU""",420. Netral
320,"421. ""#KitaMembangunNegeri Dari kita, Untuk Kita, Oleh Kita. Mari berpartisipasi dalam proses pengadaan pemerintah melalui sistem katalog elektronik @LKPP_RI — untuk info lebih lanjut bisa melalui nomer Wa +62 811-5577-0000 https://t.co/gaQWnVYwOD""",421. Netral
321,"422. ""@RizkyRisksky @bakanosan @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Saya juga sudah bertanya, bagian mana yang anda rasa belum puas terhadap sistem. Tapi tidak ada yang lugas menjawab.Dan saya juga sudah menyatakan, kalo emang yang korup itu user-nya, ya salahkan user-nya dan perbaiki, bukan ujug ujug sistem pengadaannya yang dianggap salah.""",422. Positif
322,"423. ""@FajarRSS @bakanosan @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Saya menyebut ""sistem sudah paling transparan"" itu hanya mengutip pendapat anda yang sudah puas dengan sistem yang ada.Jangan lupa, manusia itu bagian dari sistem. Jika manusianya bobrok, sistemnya juga bobrok..""",423. Positif
323,"424. ""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Berarti case closed saya sudah benar dari tadi. Anda tidak menambah informasi apa apa pada diskusi tapi ingin memanjangkan diskusi""",424. Negatif
324,"425. ""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Pepesan kosong ternyata. Tipikal sekali""",425. Negatif
325,"426. ""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Kesimpulannya anda memang tidak tau kelemahan sistemnya dimana. Saya tdk pernah melakukan pembelian lewat e-katalog, tapi saya sudah cukup banyak bertemu dengan pihak yang melakukan pbj melalui e-katalog. Lalu menurut anda masih ada masalah di sistem tapi tidak tau masalahnya apa""",426. Netral
326,"427. ""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Kalau emang anda tidak tau, ya akui saja tidak tau. Ketika ditanya apa masalahnya, langsung muter muter jawaban gak jelas. Harus tanya ke orang barjas lah.""",427. Negatif
327,"428. ""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI 1. Case closed karena dia sudah mengakui sendiri kan. ""Sistem sudah paling transparan"". Anda paham kan saya lagi mengomentari sistemnya? 2. Makanya dari tadi saya tanya ke anda, masalahnya di mana. Mbulet aja ""harus tanya ke yang menjalani pbj"" tanpa ada bantahan yang jelas.""",428. Negatif
328,"429. ""@RizkyRisksky @bakanosan @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Anda sudah mengakui sendiri kan sistemnya sudah paling transparan. Kan memang itu yang saya tekankan, sistem e-katalog itu emang yang paling transparan. Case closed""",429. Positif
329,"430. ""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI dirasa kemahalan2. Anda merasa pernyataan saya tidak benar, maka coba jelaskan alasan/sanggahan/keberatan anda. Jangan pake embel embel tanya orang barjas, cukup jelaskan langsung karena sepertinya anda paling tahu soal ini""",430. Negatif
330,"441. ""@AbdurrasyidRah1 @bakanosan @FajarRSS @RizkyRisksky @PartaiSocmed @jokowi @bpkri @LKPP_RI Makanye minta @DPR_RI bikin aturan:""Barangsiapa/perusahaan apapun yang impor barang sementara barangnya ada di dalam negeri sendiri, maka akan disita semua aset dan dihukum mati pemiliknya""!Ya kan @BPOM_RI (pengalaman dari kasus obat)!Masak Pak @hendrarprihadi gak berani😁""",441. Netral
331,"442. ""Ratusan Triliun Dana Pemda Menumpuk di Bank, PSI Dorong Pemda Seluruh Indonesia Realisasi APBD Sebelum Tutup Tahun @psi_id @kokokdirgantoro @DPR_RI@DPDRI @kemendagri @KSPgoid @KemenkeuRI @LKPP_RIhttps://t.co/qsxJryl3aQ""",442. Netral
332,"443. ""@bakanosan @FajarRSS @RizkyRisksky @PartaiSocmed @jokowi @bpkri @LKPP_RI @LKPP_RI dimulai di zaman pak SBY, aturan berubah utk disempurnakan mas, nah mgkn plus minus selalu ada, silahkan di tanyakan sama mrka,""",443. Positif
333,"444. ""@sniperkebon @PartaiSocmed Mgkn @LKPP_RI bisa menjawab keresahan anda""",444. Positif
334,"445. ""@RizkyRisksky @PartaiSocmed @jokowi @bpkri @LKPP_RI Makanya ada TKDN mas risky, itu utk melindungin PDN yg tergerus oleh impor2 yg ada""",445. Positif
335,"446. ""@bakanosan @RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Makanya tadi saya ngomong, sistemnya sudah paling bagus. Kalo masih ada kkn ya itu mah mental PPK/UKPBJ-nya yang korup. Mau sebagus apapun sistem, ya tetep aja bisa korup kalo mental usernya korup.""",446. Positif
336,"447. ""@RizkyRisksky @AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Namanya peraturan dimanapun di dunia ini ya peluang adanya kkn itu pasti ada. Tapi kayaknya sistem e-katalog itu sudah paling transparan, harga ada, kesempatan nego harga juga ada, diakomodasi lagi ama aplikasinya.""",447. Positif
337,"448. ""@reanamnesis @PartaiSocmed Nda jelasnya gmn pak, boleh dikasi tau biar jelas Krn spse Uda digunakan dari 2011 malah, klo e katalog Uda mulai dibiasakan sejak 2020, yg nda jelasnya dmn ? Biar @LKPP_RI @eproc_LKPP bisa memperbaiki,""",448. Netral
338,"449. ""@PartaiSocmed @Agungs22 Bagus undang @LKPP_RI biar jelaskan jadi nda ribet, utk mendapat pencerahan,""",449. Positif
339,"450. ""@LKPP_RI lupa sertifikat barjas dimana ya min, kami bisa mengeceknya?? Mohon bantuannya terima kasih""",450. Netral
340,"451. ""LPSE Kota Jambi Telah Mengangkangi Perlem LKPP RI Nomor 12 Tahun 2021 Dengan Dimenangkannya PT. WIK https://t.co/8U9ibMNo2l""",451. Netral 
341,"452. ""@AbdurrasyidRah1 @PartaiSocmed @jokowi @bpkri @LKPP_RI Padahal baru kemarin Jokowi teriak-teriak soal jajaran birokrasi di bawah kepemimpinan Jokowi (juga) soal impar-impor..Tiba-tiba ada orang yang ngomong terlalu tinggi tentang nyenyenye..""",452. Negatif 
342,"453. ""@PartaiSocmed @jokowi @bpkri @LKPP_RI Harus saya akui dari zaman Soeharto sampai skrg pasti ada yg seperti itu bung, cuma utk meminimalkan pasti dgn diperbarui nya aturan2 yg ada, sehingga semakin bisa ditekan yg kurang baik itu bung,plg TDK mempersempit, satu lagi bung rup jg terbuka utk umum Lo ya, jd smua org tau""",453. Positif 
343,"454. ""@AbdurrasyidRah1 @jokowi @bpkri @LKPP_RI Ini bukan masalah percaya tidak percaya tapi tentang fakta. Cek saja program pembelian di Kementan murni berdasarkan harga ecatalog atau ada nego2 dibaliknya""",454. Netral 
344,"455. ""@PartaiSocmed @jokowi @bpkri @LKPP_RI Jadi gmn ? Klo anda nda percaya payung hukum yg ada, mesti gmn biar Indonesia ini aman, tanpa ada KKN lagi, dan mesti seterbuka apa lagi pengadaan barang dan jasa, apa seperti dizaman Megawati yg auto tunjuk langsung ?""",455. Netral 
345,"456. ""@AbdurrasyidRah1 @jokowi @bpkri @LKPP_RI Loh kok minta solusi pada kami?""",456. Netral 
346,"457. ""@PartaiSocmed Jadi yg aman menurut anda gimana dalam pengadaan barang dan jasa, payung hukumnya mesti gimana ? Biar @jokowi dan @bpkri serta @LKPP_RI bisa lebih transparan, jd produk hukumnya jelas""",457. Netral 
347,"458. ""Bappenas @BappenasRI , BPKP @BPKPgoid , LKPP @LKPP_RI , serta sejumah pemerintah daerah best practices antara lain Pemerintah Provinsi Jawa Barat @humasjabar , Pemerintah Provinsi Jawa Tengah @bpsdmdjtg @provjateng ,....""",458. Positif 
348,"459. ""LKPP RI Kembangkan Sistem Robot AI, Bisa Gantikan Kerja Pegawainya https://t.co/komjc5XVCb""",459. Positif 
349,"460. ""@brin_watch @AchsanulQosasi @bpkri @jokowi @msaid_didu @fadlizon @mazzini_gsp @CNNIndonesia @detikcom @MataNajwa @KPK_RI @antikorupsi @gibran_tweet @kaesangp @aniesbaswedan @NephiLaxmus @aik_arif @bintangemon @sudjiwotedjo @zarazettirazr Kalo 10% pegawai brin bareng-bareng lapor ke @KPK_RI , @bpkri , @BPKPgoid  @LKPP_RI  masa iya nggak viral, jml pegawai sektar 15rban...""",
350,"471. ""Kepala Biro Hukum, Organisasi dan Sumber Daya Manusia Suharti menyampaikan selama ini LKPP memastikan seluruh layanan LKPP baik sarana, prasarana, pengelola layanan dan pengaduan dalam posisi prima, berfungsi dan siap melayani pengguna layanan.""",471. Netral
351,"472. ""Penilaian tersebut dilakukan dengan menilai kondisi secara komprehensif untuk memperoleh hasil akhir berupa Opini Pengawasan Pelayanan Publik.""",472. Netral
352,"473. ""Oleh karena itu, dalam rangka upaya pencegahan maladministrasi terhadap pelayanan publik di lingkungan LKPP, Rabu (2/11), Ombudsman RI melakukan penilaian penyelenggara pelayanan publik Tahun Anggaran 2022""",473. Positif
353,"474. ""Jakarta - Sebagai penyelenggara pelayanan publik, LKPP terus berupaya memberikan layanan yang berkualitas dan prima guna mewujudkan tata kelola pemerintahan yang bersih, efektif, demokratis, terpercaya, transparan dan akuntabel. https://t.co/TDGqhrGtKJ""",474. Positif
354,"475. ""#LKPP RI Sebut Sudah Beri Keterangan Pada KSP Soal Beda Data PDN #KlikRMOLhttps://t.co/K3rCedz0E2""",475. Netral
355,"476. ""Halo sobat pengadaan..mimin ada info nih setiap hari rabu pukul 09.30 LKPP menyelenggarakan orkestra JF ppbj lebih jelasnya simak infografis berikut ini Sumber : LKPP RI#ukpbjjepara #ukpbj#pbj #pemkabjepara#jepara https://t.co/uFsQYrdCNK""",476. Positif
356,"477. ""Ssst.. sebentar lagi mimin bakal kasih info pelatihan PBJ yang akan dilaunching dalam waktu dekat.Kunjungi terus media sosial kami ya..#LKPP#PusdiklatPBJ""",477. Positif
357,"478. ""Untuk informasi lebih lanjut, Sobat Kredibel dapat menghubungi:Telepon/WA : 08119182444 / 081311492980Email : pusdiklat.lkpp@gmail.comKami tunggu partisipasinya ya Sob..Terima kasih.""",478. Positif
358,"479. ""3. SDM Perancang Kebijakan PBJ4. SDM Perancang Sistem PBJ""",479. Netral
359,"480. ""2. SDM Pendukung Ekosistem Pengadaan Barang/Jasa (Advokasi Pendampingan Pengadaan Barang/Jasa, Probity Advisor, Mediator, Konsoliator, Arbiter Layanan Penyelesaian Sengketa Kontrak, Pemberi Keterangan Ahli, Anggota Dewan Sengketa Konstruksi/Non Konstruksi)""",480. Positif
360,"481. ""Sobat Kredibel yang dapat mengisi kuesioner harus memiliki kriteria sebagai berikut:1. Pengelola Fungsi PBJP (PPK, Pokja Pemilihan, Pejabat Pengadaan)""",481. Netral
361,"482. ""Halo Sobat KredibelKali ini LKPP membutuhkan bantuan sobat kredibel untuk mengisi Survei Kebutuhan Diklat Program Pelatihan bagi Sumber Daya Manusia Pengadaan Barang/Jasa.Yuk isi survei tersebut melalui tautan: https://t.co/CsnVmCgJbV atau scan barcode pada info berikut: https://t.co/nwOKH1eEOt""",482. Positif
362,"483. ""Sosialisasi Implementasi Katalog ElektronikLingkup Pemda Kab. Bone@LKPP_RI""",483. Netral
363,"484. ""@LKPP_RI @hendrarprihadi Salam sukses selalu mas Hendi tetap semangat LKPP HEBAT  bila mas Hendi yg bergerak memimpin setelah itu lanjut pimpin DKI TUK calon gubenur nya pak Joko Wi dan DPP PDIP serta DPD PDIP tlng beri rekom tuk Hendrar Prihadi agar bisa memimpin DKI JAKARTA sebagai GUBENUR .""",484. Positif
364,"485. ""@hendrarprihadi @saktitrenggono @LKPP_RI @kkpgoid Titip produk olahan ikan ibu2 pesisir pak 😁""",485. Positif
365,"486. ""@brin_watch @AchsanulQosasi @bpkri @jokowi @msaid_didu @fadlizon @mazzini_gsp @CNNIndonesia @detikcom @MataNajwa @KPK_RI @antikorupsi SiPalingPBJ @LKPP_RI summon""",486. Netral
366,"487. ""#LKPP RI akan Dukung KKP Tingkatkan Belanja Produk Dalam Negeri #klikRMOLhttps://t.co/SaU8NWVjwH""",487. Positif
367,"488. ""@hendrarprihadi @saktitrenggono @LKPP_RI @kkpgoid Sehat trus pak hendi""",488. Positif
368,"489. ""Hari ini bersama Pak Menteri @saktitrenggono — Alhamdulillah @LKPP_RI dan @kkpgoid punya semangat yang sama dalam mengoptimalkan pengadaan pemerintah sebagai daya ungkit ekonomi nasional. https://t.co/hBum8ixPrB""",489. Positif
369,"490. ""@hendrarprihadi @LKPP_RI @USMjaya ✅""",490. Positif
370,"491. ""Hari ini @LKPP_RI resmi bekerjasama dengan @USMjaya dalam hal pendidikan, penelitian dan pengabdian masyarakat — dan ini menjadi bagian dari konsistensi untuk terus menjalankan konsep #bergerakbersama https://t.co/CK5boF4SBY""",491. Positif
371,"492. ""@ChandlerGuo @5DgamingZA @jkhowland @LKPP_RI 0x8b55c0e1e12eE3b9Ce0ee895070F340e3d825b41""",492. Netral
372,"493. ""@ChandlerGuo @5dgtaOyRSYO214K @jkhowland @LKPP_RI 0x7172F4f197d2Cb7c5cE99cFf4BFA0Bc2C5219F2E""",493. Netral
373,"494. ""@jpnncom CC :Kepala @LKPP_RI pak @hendrarprihadi""",494. Netral
374,"495. ""Hal tersebut diharapkan menjadi sumbangsih kita bersatu dan bangkit bersama demi melanjutkan perjuangan para pahlawan terdahulu untuk kehidupan berbangsa dan bernegara yang lebih baik. Selamat hari Sumpah Pemuda! Jayalah pemuda Indonesia.#LKPP#SumpahPemuda https://t.co/TUNmIPHWRP""",495. Positif
375,"496. ""Kini, sumpah pemuda dimaknai bukan hanya sekadar seremonial namun sebagai nilai patriotisme, gotong-royong, persatuan dan kesatuan, serta tanggung jawab kita sebagai pemuda-pemudi yang harus terus dijaga.""",496. Positif
376,"497. ""94 tahun silam Sumpah Pemuda berikrar, kini pemuda Indonesia mengalahkan ego masing-masing dengan satu tujuan bersama yakni turut memperjuangkan kemerdekaan bangsa Indonesia.""",497. Positif
377,"498. ""Makna sumpah pemuda dalam momentum itu dianggap sebagai semangat menegaskan cita-cita berdirinya negara Indonesia, yakni ikrar bertanah air satu, berbangsa satu, dan berbahasa satu bahasa Indonesia.""",498. Positif
378,"499. ""Haloo Sobat Kredibel..Kala itu, para pemuda Indonesia bersusah payah memperjuangkan kemerdekaan Indonesia hingga rela berkorban jiwa raga untuk merebut tanah air dari tangan penjajah.""",499. Positif
379,"500. ""Upacara tersebut dipimpin langsung oleh Sekretaris Daerah (Sekda) Kota Semarang, Ir.Iswar Amminudin, MT dan turut dihadiri oleh Kepala Lembaga Kebijakan Pengdaan Barang/Jasa Pemerintah (LKPP) RI, Dr. H. Hendrar Prihadi, SE., MM https://t.co/9QFDRH9kd8""",500. Positif
380,"501. ""KiniWahai Pemuda Pemudi, tetaplah berpaduKarena ikrar itu harus tetap diseruSemangat itu harus tetap menderuUntuk Indonesia yang lebih majuSelamat Hari Sumpah Pemuda ke-94Kepala LKPP - @hendrarprihadi https://t.co/IgjqYPiZwP""",501. Netral
381,"502. ""DuluPemuda Pemudi berikrar, bersatubertumpah darah untuk tanah air yang satumenjunjung dan berbangga untuk bahasa yang satumeraih kemerdekaan untuk bangsa yang satu#LKPP#SumpahPemuda""",502. Positif
382,"503. ""@hendrarprihadi Saya melihat kepemimpinan bapak di Semarang sangat bagus, dan kini menjadi kepala @LKPP_RI . Mbokyao nanti 2024 ganti memimpin Jawa Tengah, pak @hendrarprihadi 😊""",503. Positif
383,"504. ""Alhamdulilah mendapatkan penetapan dari LKPP RI. Untuk Pelatihan Pengadaan Barang / Jasa Pemerintah , yang dilaksanakan oleh Pusbangfungham BPSDM Hukum dan HAM Telah TERAKREDITASI DENGAN NILAI A. https://t.co/VUarvS5sjp""",504. Positif
384,"505. ""Hendrar Prihadi Minta ASN LKPP RI Kurangi Kegiatan Rapat, Ini Alasannya https://t.co/PNrNFfVnnf""",505. Positif
385,"506. ""@hendrarprihadi @LKPP_RI Masih dipantau alie sesay Pak 🙏 https://t.co/7nkQMZsxrf""",506. Positif
386,"507. ""@hendrarprihadi @LKPP_RI Bang HendiSiapa yang suka melotot2??Siapa namanyaBesok biar saya culek MATA nya""",507. Netral
387,"508. ""Launching tersebut disaksikan secara langsung Menteri PAN RB Abdullah Azwar Anas.Harapannya, core value ASN dapat diimplementasikan dengan baik di lingkungan LKPP#LKPP#SalamPengadaan""",508. Positif
388,"509. ""Haloo Sobat Kredibel..LKPP baru saja menandatangani komitmen core values ASN BerAKHLAK dan launching e-book ASN dan fitur pada aplikasi eoffice, Selasa (25/10) bersamaan dengan kegiatan Rapat Koordinasi ASN di Lingkungan LKPP. https://t.co/PSXkrIFgO4""",509. Positif
389,"510. ""@F_ArielStiaptra @LKPP_RI Javorvic pripun niku? —""",510. Netral
390,"511. ""@dimaskerik1 @LKPP_RI Njeh siap —""",511. Netral
391,"512. ""@hendrarprihadi @LKPP_RI UU ASN tidak berlaku di TNI - TNIAU, belum ada Pejabat Pemerintah RI yg perduli. Aduan sy ke Presiden RI ttg TNIAU diskriminasi PNS sjak 2014-2019 MANDUL @jokowi @JokowiKarya @Sagita81774027 @erickthohir @ondemande2012 @wongkalibanteng""",512. Positif
392,"513. ""@LKPP_RI @hendrarprihadi yaaaaa iyaaaaaaa iyaaaaaaa.....""",513. Netral
393,"514. ""Dorong Transformasi LKPP RI, Hendi Minta Kurangi Rapat Tidak Penting https://t.co/iWJipiTyvH""",514. Netral
394,"515. ""@hendrarprihadi @LKPP_RI info balbalan pak...🙂""",515. Netral
395,"516. ""@hendrarprihadi @LKPP_RI Berdasakan data @KPK_RI dan penegak hukum lain, PBJ seringkali menjadi sarana dan sumber Tipikor. Ada strategi khusus dari Pak @hendrarprihadi dan @LKPP_RI ? Terima kasih""",516. Positif
396,"517. ""@hendrarprihadi @LKPP_RI Yoohhhhh..isooo Yohhhh""",517. Netral
397,"518. ""@hendrarprihadi @LKPP_RI Sat set das des kerjo cepat n rebes, tetap semangat dan sehat selalu mas Hendi 👍🇮🇩""",518. Positif
398,"519. ""@hendrarprihadi @LKPP_RI Siap Bapakku... memang skil yg jitu....""",519. Positif
399,"520. """"Maka dengan begitu saya minta ada tiga hal yang menjadi perhatian agar LKPP menjadi lembaga yang dinamis, yaitu respon yang cepat, inisiatif yang tinggi, dan berkesinambungan,"" tutup Kepala LKPP RI tersebut.""",520. Netral
400,"521. ""Di sisi lain, Hendi pada akhir pengarahannya berharap, semangat transformasi pola kerja yang disampaikannya dapat mendorong LKPP RI menjadi lembaga yang dinamis.""",521. Netral
401,"522. ""Terlebih bagi dirinya yang masuk kategori milenial, semangat fleksibilitas kerja yang dibawa Hendi dapat meningkatkan produktivitas kerja. ""Sangat setuju dengan apa yang disampaikan Pak Kepala, jadi lebih semangat yang pasti,"" tutur Mukti.""",522. Positif
402,"523. ""Adapun salah satu ASN di LKPP RI, Mukti Herlambang mengaku antusias dengan pola kerja baru yang dibawa Hendi. Mukti pun menganggap jika sejumlah hal - hal yang disampaikan Hendi menjadi penyegaran bagi LKPP RI.""",523. Positif
403,"524. """"Jangan sampai ada hubungan yang atas nginjak yang bawah, ini nggak boleh di LKPP,"" pungkasnya.""",524. Positif
404,"525. ""Bahkan Hendi berkali - kali mendapat tepuk tangan dan teriakan riuh ketika melakukan beberapa penekanan dalam pengarahan yang diberikannya. Terkhusus pada saat Hendi menyinggung soal pentingnya membangun suasana kerja yang nyaman di LKPP.""",525. Positif
405,"526. """"Di zaman periode ini, nggak perlu kita sering rapat, nanti malah waktu kita habis buat rapat,"" tegas Hendi.Sejumlah arahannya terkait transformasi pola kerja itu pun mendapatkan respon positif dari seluruh ASN di lingkungan LKPP RI yang hadir saat itu.""",526. Positif
406,"527. ""Menurut Walikota Semarang periode 2013 - 2022 itu, LKPP RI saat ini tidak hanya diharapkan untuk meningkatkan transparansi pengadaan, namun juga memaksimalkan manfaat pengadaan sebagai daya ungkit ekonomi Indonesia.""",527. Netral
